CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
991057,5,P,P,1.0,1.0,1.0,10577,19490.66122491877,,8913.661224918771
990930,5,W,W,1.0,1.0,1.0,7208,23333.25623780288,,16125.256237802882
990780,5,P,W,0.0,0.0,0.0,89829,18338.422646242798,,71490.5773537572
990201,5,W,W,1.0,1.0,1.0,1121,10949.468594426278,,9828.468594426278
990135,5,P,P,1.0,1.0,1.0,407596,18380.360483738124,,389215.6395162619
991052,5,W,W,1.0,1.0,1.0,72017,11236.99070295552,,60780.00929704448
990041,5,W,W,1.0,1.0,1.0,59366,15608.816440568653,,43757.183559431345
991018,5,Y,W,0.0,0.0,0.0,7142,10175.397286655976,,3033.397286655976
990231,5,W,P,0.0,0.0,0.0,4262,16427.252397739772,,12165.252397739772
991514,5,P,W,0.0,0.0,0.0,8017,17546.458898964815,,9529.458898964815
991797,5,P,W,0.0,0.0,0.0,138372,15774.5548236725,,122597.4451763275
990379,5,P,P,1.0,1.0,1.0,25231,19216.181014730766,,6014.818985269234
990289,5,S,P,0.0,0.0,0.0,3411,14884.085170469036,,11473.085170469036
990419,5,S,W,0.0,0.0,0.0,1016,14752.423881311463,,13736.423881311463
991699,5,A,A,1.0,1.0,1.0,66422,12364.01479070621,,54057.985209293794
990392,5,W,K,0.0,0.0,0.0,1192,6244.60704313489,,5052.60704313489
990593,5,W,K,0.0,0.0,0.0,77929,92730.31245818264,,14801.312458182641
991523,5,K,W,0.0,0.0,0.0,1805,13058.285679553248,,11253.285679553248
991163,5,W,P,0.0,0.0,0.0,556,16649.393927791465,,16093.393927791465
991087,5,A,A,1.0,1.0,1.0,38059,7528.669520467341,,30530.33047953266
991496,5,P,P,1.0,1.0,1.0,17309,13910.737077780059,,3398.262922219941
990648,5,W,P,0.0,0.0,0.0,11430,22134.278602777602,,10704.278602777602
991153,5,W,W,1.0,1.0,1.0,16933,4366.041925815521,,12566.95807418448
991368,5,H,W,0.0,0.0,0.0,1384,10918.931917721606,,9534.931917721606
990521,5,W,K,0.0,0.0,0.0,73631,6634.062187644772,,66996.93781235523
991863,5,P,P,1.0,1.0,1.0,461349,21913.052618151032,,439435.947381849
990065,5,Y,Y,1.0,1.0,1.0,27900,12022.369150858343,,15877.630849141657
991837,5,A,A,1.0,1.0,1.0,6553,21321.699670211663,,14768.699670211663
990015,5,H,P,0.0,0.0,0.0,916,18047.296155597975,,17131.296155597975
991181,5,P,W,0.0,0.0,0.0,6725,10633.908292583152,,3908.9082925831517
991065,5,K,K,1.0,1.0,1.0,2796,10693.968997264707,,7897.968997264707
990493,5,Y,Y,1.0,1.0,1.0,89870,15281.89582297488,,74588.10417702512
990380,5,F,Y,0.0,0.0,0.0,11437,11565.350915544355,,128.3509155443553
990188,5,P,P,1.0,1.0,1.0,80428,24033.073574818798,,56394.9264251812
990764,5,F,Y,0.0,0.0,0.0,83576,12356.097018233368,,71219.90298176663
990217,5,K,W,0.0,0.0,0.0,16670,19971.24858964067,,3301.248589640669
990792,5,P,P,1.0,1.0,1.0,4726,23188.123792053404,,18462.123792053404
991077,5,W,A,0.0,0.0,0.0,2583,5675.10850358415,,3092.1085035841497
990879,5,K,K,1.0,1.0,1.0,238344,14566.156626966473,,223777.84337303354
990338,5,S,S,1.0,1.0,1.0,2381,9642.342541388682,,7261.342541388682
991773,5,W,W,1.0,1.0,1.0,256427,11648.031295118873,,244778.96870488112
990720,5,P,S,0.0,0.0,0.0,91560,12197.049515079803,,79362.95048492019
991749,5,A,A,1.0,1.0,1.0,4835,14933.720371353376,,10098.720371353376
990296,5,S,X,0.0,0.0,0.0,64509,10475.84415303435,,54033.15584696565
991726,5,W,P,0.0,0.0,0.0,247510,21510.169474072653,,225999.83052592736
991017,5,W,A,0.0,0.0,0.0,11502,19076.837775406824,,7574.837775406824
991276,5,S,P,0.0,0.0,0.0,15227,11823.076182055893,,3403.923817944107
991751,5,X,W,0.0,0.0,0.0,67137,19807.478475068612,,47329.52152493139
991486,5,H,W,0.0,0.0,0.0,6787,9796.689782296591,,3009.689782296591
990456,5,W,W,1.0,1.0,1.0,11525,9102.559924436757,,2422.440075563243
991997,5,W,P,0.0,0.0,0.0,81681,20087.30861483677,,61593.69138516323
990816,5,W,W,1.0,1.0,1.0,24822,19438.9421563328,,5383.0578436672
991887,5,H,W,0.0,0.0,0.0,60990,12048.862168602047,,48941.13783139795
990270,5,H,A,0.0,0.0,0.0,75255,16252.02255213101,,59002.977447868994
990996,5,S,A,0.0,0.0,0.0,7789,6804.023793753404,,984.9762062465961
990202,5,Y,Y,1.0,1.0,1.0,260,18425.10044511035,,18165.10044511035
990162,5,W,W,1.0,1.0,1.0,806,11761.22908486976,,10955.22908486976
991580,5,A,A,1.0,1.0,1.0,19034,10745.631807588024,,8288.368192411976
990730,5,P,P,1.0,1.0,1.0,77447,13454.746133755374,,63992.253866244624
990402,5,W,P,0.0,0.0,0.0,7180,30684.387782570342,,23504.387782570342
990703,5,W,W,1.0,1.0,1.0,4410,17146.63373825924,,12736.63373825924
991501,5,P,P,1.0,1.0,1.0,101027,16656.729080448316,,84370.27091955168
991846,5,W,W,1.0,1.0,1.0,342816,16220.312929183037,,326595.687070817
991796,5,W,K,0.0,0.0,0.0,6252,8864.92656430437,,2612.926564304369
991130,5,K,P,0.0,0.0,0.0,5315,8380.164528229017,,3065.1645282290174
990566,5,K,K,1.0,1.0,1.0,21861,16466.53761961786,,5394.462380382141
991414,5,P,P,1.0,1.0,1.0,78083,18048.69567621416,,60034.30432378584
991022,5,H,W,0.0,0.0,0.0,3167,14995.16210078394,,11828.16210078394
991026,5,X,P,0.0,0.0,0.0,3846,15222.137217457172,,11376.137217457172
991412,5,S,P,0.0,0.0,0.0,84353,15715.885932995807,,68637.1140670042
991896,5,W,W,1.0,1.0,1.0,1065,10920.228169746068,,9855.228169746068
991586,5,W,P,0.0,0.0,0.0,70913,20667.127848270735,,50245.872151729265
991105,5,P,P,1.0,1.0,1.0,25738,15152.175058548339,,10585.824941451661
990206,5,A,W,0.0,0.0,0.0,73922,8913.901308598362,,65008.09869140164
990035,5,K,K,1.0,1.0,1.0,62518,22845.494017939644,,39672.50598206036
990776,5,H,W,0.0,0.0,0.0,59166,16462.78758254828,,42703.21241745172
990509,5,W,K,0.0,0.0,0.0,3780,12427.944984932841,,8647.944984932841
991452,5,K,K,1.0,1.0,1.0,23313,17828.106257682837,,5484.893742317163
991479,5,W,P,0.0,0.0,0.0,11636,15236.668803767066,,3600.6688037670665
991971,5,K,K,1.0,1.0,1.0,3184,12545.885423291655,,9361.885423291655
991391,5,S,W,0.0,0.0,0.0,2453,18065.992394666606,,15612.992394666606
990092,5,P,W,0.0,0.0,0.0,176772,11397.71747671628,,165374.28252328373
991364,5,P,P,1.0,1.0,1.0,22219,14348.111931493871,,7870.888068506129
990898,5,P,P,1.0,1.0,1.0,14242,16359.028850345318,,2117.0288503453176
990565,5,P,P,1.0,1.0,1.0,146199,55596.38804815362,,90602.61195184638
991370,5,S,K,0.0,0.0,0.0,964,9001.363640498555,,8037.3636404985555
990777,5,X,W,0.0,0.0,0.0,6978,23113.90141840544,,16135.90141840544
990242,5,K,A,0.0,0.0,0.0,2871,0.0,,2871.0
990014,5,W,K,0.0,0.0,0.0,11343,15065.656015874032,,3722.656015874032
990316,5,X,S,0.0,0.0,0.0,2889,13283.696354127991,,10394.696354127991
990601,5,P,K,0.0,0.0,0.0,69487,13973.49663774679,,55513.50336225321
990388,5,H,K,0.0,0.0,0.0,5177,8309.111113156905,,3132.111113156905
991298,5,H,W,0.0,0.0,0.0,5040,15271.3516373633,,10231.3516373633
990167,5,K,K,1.0,1.0,1.0,5015,13323.775356972306,,8308.775356972306
990841,5,P,P,1.0,1.0,1.0,7086,13119.662673448704,,6033.662673448704
990021,5,S,P,0.0,0.0,0.0,11309,16196.19894235462,,4887.19894235462
990647,5,S,W,0.0,0.0,0.0,2929,13485.074731954335,,10556.074731954335
991843,5,P,P,1.0,1.0,1.0,57536,21285.82077053816,,36250.179229461835
991509,5,Y,W,0.0,0.0,0.0,4226,22920.174164300173,,18694.174164300173
991155,5,H,P,0.0,0.0,0.0,67285,16672.26869151921,,50612.73130848079
991529,5,W,W,1.0,1.0,1.0,10738,16762.320444823796,,6024.320444823796
990832,5,P,P,1.0,1.0,1.0,259529,15711.490081897395,,243817.50991810262
991268,5,W,W,1.0,1.0,1.0,6236,13378.572446120526,,7142.572446120526
991591,5,W,W,1.0,1.0,1.0,70826,10361.891886034982,,60464.10811396502
991900,5,Y,Y,1.0,1.0,1.0,17846,15553.689508455827,,2292.3104915441727
990563,5,A,A,1.0,1.0,1.0,21050,17011.653982266154,,4038.3460177338457
991952,5,A,A,1.0,1.0,1.0,83281,10825.198716188213,,72455.80128381179
990687,5,W,A,0.0,0.0,0.0,14312,11097.708345861029,,3214.2916541389714
990958,5,A,A,1.0,1.0,1.0,444,11186.618750028738,,10742.618750028738
990190,5,A,A,1.0,1.0,1.0,6091,15625.35328714469,,9534.35328714469
991807,5,S,K,0.0,0.0,0.0,12168,6916.2089347764995,,5251.7910652235005
990976,5,P,P,1.0,1.0,1.0,4790,50638.94693473079,,45848.94693473079
990700,5,S,S,1.0,1.0,1.0,11480,6725.145856205455,,4754.854143794545
991500,5,S,W,0.0,0.0,0.0,78423,20557.205368331954,,57865.794631668046
991706,5,P,X,0.0,0.0,0.0,19900,37747.85772914362,,17847.857729143623
990511,5,H,A,0.0,0.0,0.0,80349,14302.871040385678,,66046.12895961432
991083,5,W,W,1.0,1.0,1.0,16299,14131.141537639642,,2167.8584623603583
990475,5,A,A,1.0,1.0,1.0,6463,11445.151669406887,,4982.151669406887
991585,5,W,W,1.0,1.0,1.0,1397,22421.158750583672,,21024.158750583672
990857,5,A,A,1.0,1.0,1.0,1345,11531.965104633717,,10186.965104633717
990748,5,W,W,1.0,1.0,1.0,7943,15480.939097570477,,7537.939097570477
990253,5,A,S,0.0,0.0,0.0,6248,10238.027375552485,,3990.027375552485
990022,5,W,W,1.0,1.0,1.0,90591,19670.68458277019,,70920.31541722981
991338,5,W,W,1.0,1.0,1.0,54122,7094.606968299982,,47027.39303170002
990460,5,A,A,1.0,1.0,1.0,361191,17741.67661169987,,343449.32338830014
991185,5,X,W,0.0,0.0,0.0,63335,5946.556932877844,,57388.443067122156
990277,5,X,A,0.0,0.0,0.0,72785,7786.3007663207445,,64998.699233679254
990956,5,P,P,1.0,1.0,1.0,250902,16069.798186085854,,234832.20181391414
991216,5,W,W,1.0,1.0,1.0,25357,10682.279609210585,,14674.720390789415
990386,5,A,A,1.0,1.0,1.0,286638,8288.425027044781,,278349.5749729552
990806,5,F,Y,0.0,0.0,0.0,7783,11179.936347350911,,3396.936347350911
991438,5,P,W,0.0,0.0,0.0,6790,24486.398031325865,,17696.398031325865
991516,5,W,P,0.0,0.0,0.0,1963,20560.209405425503,,18597.209405425503
990344,5,K,A,0.0,0.0,0.0,3844,2429.2148268972924,,1414.7851731027076
990770,5,H,P,0.0,0.0,0.0,1881,19400.291959227692,,17519.291959227692
991333,5,P,P,1.0,1.0,1.0,69041,18054.01169670449,,50986.98830329551
991686,5,W,K,0.0,0.0,0.0,61156,7743.738693308286,,53412.26130669171
990131,5,H,W,0.0,0.0,0.0,1595,14159.833251593684,,12564.833251593684
991688,5,W,P,0.0,0.0,0.0,10279,13981.311141627906,,3702.311141627906
990872,5,P,W,0.0,0.0,0.0,5536,19245.53857990308,,13709.538579903081
991124,5,F,Y,0.0,0.0,0.0,83011,23979.985812061932,,59031.01418793807
991397,5,P,P,1.0,1.0,1.0,1079,12786.874241993903,,11707.874241993903
990088,5,Y,Y,1.0,1.0,1.0,90890,17229.12376453409,,73660.87623546591
991483,5,X,A,0.0,0.0,0.0,13949,6564.1909667495465,,7384.8090332504535
990331,5,P,W,0.0,0.0,0.0,26330,14244.16978194143,,12085.83021805857
991239,5,S,W,0.0,0.0,0.0,65129,9070.433373816231,,56058.56662618377
990467,5,W,A,0.0,0.0,0.0,13566,23109.699773912358,,9543.699773912358
990122,5,A,A,1.0,1.0,1.0,82439,10004.144823150807,,72434.85517684919
991639,5,H,S,0.0,0.0,0.0,7042,11943.581380662868,,4901.5813806628685
991045,5,W,W,1.0,1.0,1.0,227,8948.762935577279,,8721.762935577279
991725,5,K,K,1.0,1.0,1.0,2492,13220.993823085048,,10728.993823085048
991096,5,P,P,1.0,1.0,1.0,249097,47078.42776815424,,202018.57223184576
991131,5,P,P,1.0,1.0,1.0,6106,20006.09788604147,,13900.097886041469
991295,5,W,W,1.0,1.0,1.0,3060,28021.164785506815,,24961.164785506815
990861,5,P,W,0.0,0.0,0.0,17881,16421.33680288854,,1459.6631971114584
991460,5,H,X,0.0,0.0,0.0,10531,12022.856208693931,,1491.856208693931
991127,5,W,K,0.0,0.0,0.0,227,11250.154365755654,,11023.154365755654
991168,6,W,X,0.0,0.0,0.0,96345,181531.25191866644,,85186.25191866644
991175,6,S,W,0.0,0.0,0.0,19746,18859.0242782739,,886.9757217260994
990891,6,Y,Y,1.0,1.0,1.0,1541,8094.922805990134,,6553.922805990134
990948,6,A,S,0.0,0.0,0.0,67241,8870.43756206116,,58370.56243793884
991049,6,P,P,1.0,1.0,1.0,61686,9857.190534484667,,51828.80946551533
991353,6,S,P,0.0,0.0,0.0,66557,20997.004721967856,,45559.99527803215
991778,6,H,P,0.0,0.0,0.0,5282,19449.506379133818,,14167.506379133818
991447,6,X,P,0.0,0.0,0.0,2932,7579.521595279521,,4647.521595279521
990885,6,W,Y,0.0,0.0,0.0,3527,13974.926984808264,,10447.926984808264
991673,6,A,A,1.0,1.0,1.0,29472,17802.20896099437,,11669.791039005631
990851,6,P,P,1.0,1.0,1.0,150,18351.52080284669,,18201.52080284669
990735,6,K,K,1.0,1.0,1.0,4543,8091.4871986625185,,3548.4871986625185
990718,6,P,P,1.0,1.0,1.0,5635,11120.551512482349,,5485.551512482349
990455,6,K,W,0.0,0.0,0.0,317238,316504.01647395827,,733.9835260417312
990265,6,P,P,1.0,1.0,1.0,104128,95074.17039939309,,9053.829600606914
990076,6,H,S,0.0,0.0,0.0,3184,5731.405299295747,,2547.4052992957468
991658,6,Y,Y,1.0,1.0,1.0,264246,17320.926459931172,,246925.0735400688
990445,6,W,Y,0.0,0.0,0.0,59694,14257.29105837929,,45436.70894162071
990396,6,P,P,1.0,1.0,1.0,16271,11256.854493639523,,5014.145506360477
990177,6,W,A,0.0,0.0,0.0,79620,14164.168991123777,,65455.83100887622
991043,6,P,P,1.0,1.0,1.0,70801,23052.980655900283,,47748.01934409972
991736,6,W,A,0.0,0.0,0.0,360,0.0,,360.0
991402,6,H,K,0.0,0.0,0.0,4686,11997.552321077304,,7311.552321077304
991381,6,W,P,0.0,0.0,0.0,58647,24167.745066358977,,34479.25493364102
990596,6,P,P,1.0,1.0,1.0,1778,9521.838113442838,,7743.838113442838
990062,6,P,P,1.0,1.0,1.0,6832,14079.038679809804,,7247.038679809804
991297,6,P,P,1.0,1.0,1.0,404129,123055.14983081933,,281073.85016918066
990873,6,P,P,1.0,1.0,1.0,227647,48582.65965370093,,179064.34034629905
991490,6,A,A,1.0,1.0,1.0,90666,14162.49511514451,,76503.50488485549
991879,6,Y,Y,1.0,1.0,1.0,65550,11687.773519048393,,53862.226480951605
990279,6,S,S,1.0,1.0,1.0,10764,11412.333835750724,,648.3338357507237
990037,6,P,P,1.0,1.0,1.0,307370,66515.52804438093,,240854.47195561905
991976,6,P,P,1.0,1.0,1.0,3566,34374.31020118695,,30808.31020118695
990663,6,W,W,1.0,1.0,1.0,72652,17371.89336325206,,55280.106636747936
991954,6,Y,Y,1.0,1.0,1.0,5838,20862.598337857173,,15024.598337857173
991445,6,P,P,1.0,1.0,1.0,12979,23971.597936298414,,10992.597936298414
990978,6,F,Y,0.0,0.0,0.0,10589,13925.831246716505,,3336.831246716505
991572,6,P,P,1.0,1.0,1.0,173157,17908.470800554915,,155248.5291994451
990739,6,Y,Y,1.0,1.0,1.0,88732,12642.837676374498,,76089.1623236255
990192,6,P,P,1.0,1.0,1.0,9607,13466.549579657069,,3859.5495796570685
990920,6,W,P,0.0,0.0,0.0,7574,10918.723839215896,,3344.723839215896
990457,6,A,A,1.0,1.0,1.0,72437,8906.75265593552,,63530.24734406448
990676,6,Y,Y,1.0,1.0,1.0,2341,17900.43588758997,,15559.43588758997
990761,6,X,W,0.0,0.0,0.0,13497,105063.98554945065,,91566.98554945065
991808,6,S,A,0.0,0.0,0.0,49074,10275.135479731938,,38798.864520268064
991603,6,S,S,1.0,1.0,1.0,64823,6473.770066762607,,58349.229933237395
990729,6,A,A,1.0,1.0,1.0,2918,14386.41841373399,,11468.41841373399
990413,6,P,P,1.0,1.0,1.0,363800,25257.231791679544,,338542.7682083205
991099,6,W,P,0.0,0.0,0.0,81040,24855.523135166724,,56184.476864833276
990826,6,P,P,1.0,1.0,1.0,64575,13849.620567347309,,50725.37943265269
991640,6,A,A,1.0,1.0,1.0,76355,8437.13102846455,,67917.86897153546
990617,6,S,A,0.0,0.0,0.0,1860,3353.2760575337084,,1493.2760575337084
990115,6,X,W,0.0,0.0,0.0,85448,13551.587411635172,,71896.41258836482
990418,6,P,P,1.0,1.0,1.0,163959,19992.876423656413,,143966.12357634358
991911,6,W,W,1.0,1.0,1.0,832,18991.776823594755,,18159.776823594755
990970,6,S,P,0.0,0.0,0.0,1448,20199.87754510373,,18751.87754510373
990605,6,W,A,0.0,0.0,0.0,883,11247.838529053213,,10364.838529053213
991919,6,W,W,1.0,1.0,1.0,2658,17839.6461374773,,15181.646137477299
990090,6,S,A,0.0,0.0,0.0,59976,8163.091636444197,,51812.908363555805
990849,6,P,P,1.0,1.0,1.0,61275,59523.005161643516,,1751.9948383564843
991520,6,S,W,0.0,0.0,0.0,4208,10081.835171893943,,5873.835171893943
991918,6,Y,Y,1.0,1.0,1.0,8342,18453.124766523855,,10111.124766523855
990754,6,X,S,0.0,0.0,0.0,252764,11224.523717818949,,241539.47628218104
990499,6,Y,Y,1.0,1.0,1.0,212458,59215.19694012979,,153242.8030598702
991277,6,H,K,0.0,0.0,0.0,4725,13491.48046728568,,8766.48046728568
991326,6,Y,Y,1.0,1.0,1.0,20632,9191.848723220406,,11440.151276779594
990012,6,H,W,0.0,0.0,0.0,81134,12358.229437586331,,68775.77056241367
990397,6,A,A,1.0,1.0,1.0,27818,13687.979018822556,,14130.020981177444
990285,6,H,S,0.0,0.0,0.0,87322,6611.479504486156,,80710.52049551385
991067,6,P,P,1.0,1.0,1.0,67860,14597.359154889418,,53262.64084511058
991192,6,P,P,1.0,1.0,1.0,151326,54602.007071843,,96723.99292815701
991745,6,S,K,0.0,0.0,0.0,4773,17132.607705652106,,12359.607705652106
990691,6,P,S,0.0,0.0,0.0,25,14435.807003056008,,14410.807003056008
991753,6,A,W,0.0,0.0,0.0,10262,20215.734668561112,,9953.734668561112
991876,6,W,Y,0.0,0.0,0.0,5437,12763.216486555782,,7326.2164865557825
990690,6,A,A,1.0,1.0,1.0,12114,13895.199008031432,,1781.1990080314317
990852,6,W,Y,0.0,0.0,0.0,1892,20547.8372116082,,18655.8372116082
990160,6,A,A,1.0,1.0,1.0,5192,7683.318860539098,,2491.318860539098
990896,6,P,K,0.0,0.0,0.0,20161,40717.91174940517,,20556.911749405168
991576,6,A,A,1.0,1.0,1.0,60212,10762.853001249507,,49449.1469987505
990258,6,K,K,1.0,1.0,1.0,1312,9752.087769267042,,8440.087769267042
990336,6,S,Y,0.0,0.0,0.0,8852,13173.826279146204,,4321.826279146204
991880,6,X,P,0.0,0.0,0.0,8357,19072.081254898516,,10715.081254898516
991040,6,H,A,0.0,0.0,0.0,227916,8405.295787752018,,219510.70421224798
990516,6,A,A,1.0,1.0,1.0,10900,7725.625074055646,,3174.374925944354
991349,6,P,P,1.0,1.0,1.0,77721,16053.987302296408,,61667.01269770359
991016,6,A,A,1.0,1.0,1.0,16733,13080.853720150351,,3652.1462798496486
990769,6,W,W,1.0,1.0,1.0,4209,10018.52844252331,,5809.528442523309
991747,6,W,A,0.0,0.0,0.0,1637,15702.282222689153,,14065.282222689153
990762,6,A,A,1.0,1.0,1.0,16760,7668.972232900945,,9091.027767099054
991247,6,P,P,1.0,1.0,1.0,85256,14094.519720634644,,71161.48027936535
991204,6,K,K,1.0,1.0,1.0,2656,13957.909245685698,,11301.909245685698
991468,6,A,A,1.0,1.0,1.0,88018,11682.869802263822,,76335.13019773617
991984,6,W,P,0.0,0.0,0.0,85027,7001.4910663335295,,78025.50893366647
990522,6,A,S,0.0,0.0,0.0,579,7796.3501874854155,,7217.3501874854155
990023,6,P,P,1.0,1.0,1.0,1482,28815.725660800515,,27333.725660800515
990357,6,W,W,1.0,1.0,1.0,1954,6380.419883811946,,4426.419883811946
991278,6,A,A,1.0,1.0,1.0,80798,7834.14726271711,,72963.8527372829
991313,6,P,W,0.0,0.0,0.0,61657,12161.901202159686,,49495.09879784031
991683,6,A,A,1.0,1.0,1.0,5645,12622.90683817199,,6977.90683817199
990341,6,P,P,1.0,1.0,1.0,84748,11634.808291411557,,73113.19170858845
990432,6,S,S,1.0,1.0,1.0,5822,12522.582171974376,,6700.582171974376
990474,6,H,P,0.0,0.0,0.0,73956,10982.196260729967,,62973.803739270035
990218,6,S,P,0.0,0.0,0.0,7700,12375.621718019176,,4675.621718019176
990912,6,W,W,1.0,1.0,1.0,2653,18779.094388280417,,16126.094388280417
991228,6,A,A,1.0,1.0,1.0,2566,1699.0457718484474,,866.9542281515526
991597,6,S,S,1.0,1.0,1.0,172752,23121.43386031215,,149630.56613968784
991012,6,W,K,0.0,0.0,0.0,2587,15007.1104309785,,12420.1104309785
991950,6,A,A,1.0,1.0,1.0,62335,22564.905547617345,,39770.094452382655
990094,6,X,P,0.0,0.0,0.0,2893,17452.338054881893,,14559.338054881893
991009,6,H,W,0.0,0.0,0.0,17197,15042.004425724972,,2154.995574275028
991071,6,W,P,0.0,0.0,0.0,76143,20085.57462728918,,56057.425372710815
991093,6,W,K,0.0,0.0,0.0,13351,11693.652122165273,,1657.3478778347271
991915,6,A,A,1.0,1.0,1.0,17589,10953.599338095193,,6635.400661904807
991309,6,P,P,1.0,1.0,1.0,148065,76136.09170217195,,71928.90829782805
990697,6,W,P,0.0,0.0,0.0,43027,63564.46311441827,,20537.46311441827
991828,6,A,A,1.0,1.0,1.0,88071,13276.324209736791,,74794.67579026321
990997,6,W,W,1.0,1.0,1.0,16353,14907.574921780322,,1445.4250782196777
990154,6,A,A,1.0,1.0,1.0,10671,8242.354904558275,,2428.645095441725
991100,6,A,A,1.0,1.0,1.0,6075,19299.53880544054,,13224.538805440541
991719,6,K,A,0.0,0.0,0.0,11326,12835.151537963202,,1509.151537963202
991998,6,S,S,1.0,1.0,1.0,412260,23578.260201004206,,388681.7397989958
990790,6,P,P,1.0,1.0,1.0,18364,32263.845442559206,,13899.845442559206
990581,6,S,S,1.0,1.0,1.0,4933,57845.08475275258,,52912.08475275258
990704,6,P,P,1.0,1.0,1.0,154883,36438.91137451163,,118444.08862548837
991213,6,P,P,1.0,1.0,1.0,70121,12635.31217041798,,57485.68782958202
991296,6,W,A,0.0,0.0,0.0,70471,12728.248508340615,,57742.75149165939
991666,6,A,H,0.0,0.0,0.0,3300,5637.215095710923,,2337.2150957109234
991261,6,W,A,0.0,0.0,0.0,5841,3567.869732456049,,2273.130267543951
990488,6,X,Y,0.0,0.0,0.0,82265,14533.996937917262,,67731.00306208275
990560,6,Y,Y,1.0,1.0,1.0,12826,19895.55271190782,,7069.5527119078215
991142,6,A,A,1.0,1.0,1.0,246749,13197.652038711156,,233551.34796128885
991120,6,H,W,0.0,0.0,0.0,3455,8781.356841783221,,5326.356841783221
990802,6,A,A,1.0,1.0,1.0,59533,6526.46479234202,,53006.53520765798
990513,6,A,A,1.0,1.0,1.0,7989,18245.01851701288,,10256.018517012879
990634,6,S,P,0.0,0.0,0.0,4764,13403.289089954369,,8639.289089954369
991922,6,S,P,0.0,0.0,0.0,9803,16898.88622142707,,7095.88622142707
991788,6,A,A,1.0,1.0,1.0,5548,6844.935110620561,,1296.9351106205613
991546,6,P,P,1.0,1.0,1.0,239,12945.208112938995,,12706.208112938995
991151,6,A,A,1.0,1.0,1.0,57185,22929.156990457795,,34255.84300954221
990791,6,X,Y,0.0,0.0,0.0,5759,16552.919484610626,,10793.919484610626
990117,6,W,P,0.0,0.0,0.0,156046,49896.47042139975,,106149.52957860025
990741,6,A,A,1.0,1.0,1.0,1515,22480.730856107373,,20965.730856107373
991691,6,A,A,1.0,1.0,1.0,94994,11698.215206729385,,83295.78479327062
991082,6,W,P,0.0,0.0,0.0,16652,13687.01569240723,,2964.9843075927693
990831,6,A,W,0.0,0.0,0.0,8211,11554.96933943168,,3343.96933943168
990120,6,X,W,0.0,0.0,0.0,228433,41805.45640867244,,186627.54359132756
990657,6,X,W,0.0,0.0,0.0,56778,29001.248456491743,,27776.751543508257
991908,6,W,P,0.0,0.0,0.0,149203,28652.003327218663,,120550.99667278133
990636,6,S,P,0.0,0.0,0.0,70967,45840.13254348331,,25126.867456516688
990370,6,P,P,1.0,1.0,1.0,84097,9401.728263996712,,74695.27173600328
990269,6,P,P,1.0,1.0,1.0,248621,12635.157267530394,,235985.8427324696
990656,6,A,A,1.0,1.0,1.0,65071,12805.974307495835,,52265.02569250416
990936,6,S,P,0.0,0.0,0.0,4009,20184.279363786787,,16175.279363786787
990823,6,A,A,1.0,1.0,1.0,7633,14117.855339719477,,6484.855339719477
990867,6,X,A,0.0,0.0,0.0,4573,13279.95864763653,,8706.95864763653
990047,6,X,P,0.0,0.0,0.0,7167,10969.703843776031,,3802.703843776031
991374,6,Y,Y,1.0,1.0,1.0,95843,13999.188938574074,,81843.81106142592
991709,6,P,P,1.0,1.0,1.0,8965,24798.451054356075,,15833.451054356075
990992,6,P,P,1.0,1.0,1.0,9553,27858.50288164295,,18305.50288164295
990877,6,Y,Y,1.0,1.0,1.0,68141,22841.290832124298,,45299.7091678757
990774,6,A,A,1.0,1.0,1.0,241630,11491.005236115227,,230138.99476388478
991220,6,H,A,0.0,0.0,0.0,15838,10918.19285369577,,4919.807146304231
992000,6,X,X,1.0,1.0,1.0,445,412374.9518394833,,411929.9518394833
990005,6,Y,Y,1.0,1.0,1.0,70870,8642.600846242063,,62227.399153757935
991004,6,W,A,0.0,0.0,0.0,9591,16724.827780739346,,7133.827780739346
991724,6,W,P,0.0,0.0,0.0,5952,20655.235005677696,,14703.235005677696
990264,6,P,P,1.0,1.0,1.0,81173,21494.710011759515,,59678.28998824049
991570,6,X,P,0.0,0.0,0.0,238533,23259.15408729155,,215273.84591270844
991831,6,X,W,0.0,0.0,0.0,4287,17221.671471385136,,12934.671471385136
990444,6,W,W,1.0,1.0,1.0,109763,13836.605642145701,,95926.3943578543
991003,6,W,W,1.0,1.0,1.0,2389,8482.437425768985,,6093.437425768985
991078,6,A,A,1.0,1.0,1.0,3610,12664.703644680112,,9054.703644680112
990838,6,P,P,1.0,1.0,1.0,0,14518.899686336286,,14518.899686336286
991791,6,P,P,1.0,1.0,1.0,152879,18328.323902765664,,134550.67609723433
990305,6,W,P,0.0,0.0,0.0,2643,12619.81417504823,,9976.81417504823
991366,6,A,A,1.0,1.0,1.0,9824,14752.809211877593,,4928.809211877593
991558,6,H,W,0.0,0.0,0.0,21300,9916.190038787101,,11383.809961212899
990314,6,Y,Y,1.0,1.0,1.0,228056,30178.82483187416,,197877.17516812583
990150,6,Y,W,0.0,0.0,0.0,2560,11116.693582854256,,8556.693582854256
991149,6,P,W,0.0,0.0,0.0,4067,17081.44659572589,,13014.44659572589
