CaseID,ActivityID,timestamp,related_objects,weight,price
990130,6,2019-06-13 12:24:23,880519:880453:880452:880159:880517:880447:880518:880515:880516:880451:880448,5.187,6593.96
990130,8,2019-06-13 14:33:30,880519:880453:880452:880159:880517:880447:880518:880515:880516:880451:880448,5.187,6593.96
990130,22,2019-06-21 18:11:20,880518:880519,0.923,976.0
990131,5,2019-06-11 10:45:47,880522:880521:880523:880520,4.86,4694.98
990131,4,2019-06-11 12:44:34,880522,1.25,2200.0
990131,4,2019-06-11 14:11:49,880520,1.25,2200.0
990131,4,2019-06-11 15:31:43,880523,1.48,199.99
990131,17,2019-06-11 17:34:37,880522:880521:880523:880520,4.86,4694.98
990131,21,2019-06-11 18:01:12,880521,0.88,89.99
990131,22,2019-06-13 13:06:29,880522:880521:880523:880520,4.86,4694.98
990131,1,2019-06-14 12:59:06,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990131,6,2019-06-14 16:24:58,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990131,8,2019-06-17 11:57:41,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990131,15,2019-06-17 18:19:15,880521,0.88,89.99
990131,4,2019-06-20 16:30:18,880521,0.88,89.99
990131,1,2019-06-21 10:51:13,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990131,6,2019-06-21 13:31:07,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990131,8,2019-06-21 15:16:45,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990132,5,2019-06-11 12:51:21,880525:880524,0.606,1280.0
990132,4,2019-06-11 15:49:49,880525,0.44,476.0
990132,17,2019-06-11 15:55:16,880525:880524,0.606,1280.0
990132,4,2019-06-11 17:12:35,880524,0.166,799.0
990132,22,2019-06-12 15:22:16,880525:880524,0.606,1280.0
990132,1,2019-06-13 15:10:08,880525:880524:880176,2.086,1474.99
990132,6,2019-06-13 16:47:17,880525:880524:880176,2.086,1474.99
990132,8,2019-06-14 09:06:37,880525:880524:880176,2.086,1474.99
990133,5,2019-06-11 15:02:30,880527:880526,0.552,733.99
990133,4,2019-06-11 16:17:39,880527,0.172,699.0
990133,17,2019-06-11 16:57:51,880527:880526,0.552,733.99
990133,22,2019-06-12 18:35:10,880527:880526,0.552,733.99
990133,21,2019-06-13 08:21:35,880526,0.38,29.99
990133,1,2019-06-13 16:42:29,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990133,6,2019-06-14 19:07:23,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990133,8,2019-06-17 09:31:48,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990133,15,2019-06-17 11:58:30,880526,0.38,29.99
990133,4,2019-07-02 18:56:05,880526,0.38,29.99
990133,1,2019-07-05 12:27:48,880526:880940:881018:880958:880749:881017,5.91,7109.97
990133,6,2019-07-08 09:40:22,880526:880940:881018:880958:880749:881017,5.91,7109.97
990133,8,2019-07-08 12:22:47,880526:880940:881018:880958:880749:881017,5.91,7109.97
990134,5,2019-06-11 16:24:47,880530:880528:880529,0.5660000000000001,883.98
990134,4,2019-06-12 10:46:22,880528,0.2,39.99
990134,21,2019-06-12 10:54:01,880529,0.2,39.99
990134,17,2019-06-12 11:07:43,880530:880528:880529,0.5660000000000001,883.98
990134,15,2019-06-12 15:17:08,880529,0.2,39.99
990134,4,2019-06-13 09:44:15,880530,0.166,799.0
990134,22,2019-06-14 08:19:36,880530:880528:880529,0.5660000000000001,883.98
990134,1,2019-06-14 12:59:06,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990134,6,2019-06-14 16:24:58,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990134,8,2019-06-17 11:57:41,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990134,4,2019-06-26 09:05:44,880529,0.2,39.99
990134,1,2019-06-27 12:16:17,880889:880792:880887:880529:880730:880886:880793,1.645,3713.99
990134,6,2019-06-28 12:44:33,880889:880792:880887:880529:880730:880886:880793,1.645,3713.99
990134,8,2019-06-28 19:52:31,880889:880792:880887:880529:880730:880886:880793,1.645,3713.99
990135,5,2019-06-11 18:09:22,880532:880531,1.375,223.99
990135,17,2019-06-12 16:20:00,880532:880531,1.375,223.99
990135,22,2019-06-13 09:23:05,880532:880531,1.375,223.99
990135,4,2019-06-13 16:32:46,880531,0.495,129.0
990135,4,2019-06-13 17:41:05,880532,0.88,89.99
990135,1,2019-06-18 10:54:21,880532:880648:880585:880531:880467,2.635,1200.98
990135,6,2019-06-18 14:59:15,880532:880648:880585:880531:880467,2.635,1200.98
990135,8,2019-06-18 18:17:14,880532:880648:880585:880531:880467,2.635,1200.98
990136,5,2019-06-11 20:07:40,880534:880533:880535:880536,1.927,1052.98
990136,21,2019-06-12 10:33:33,880536,0.172,699.0
990136,4,2019-06-12 12:04:52,880534,0.28,89.99
990136,17,2019-06-12 13:45:01,880534:880533:880535:880536,1.927,1052.98
990136,15,2019-06-12 16:51:35,880536,0.172,699.0
990136,4,2019-06-13 18:40:33,880533,0.98,129.99
990136,4,2019-06-14 16:50:42,880536,0.172,699.0
990136,1,2019-06-17 09:26:52,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990136,6,2019-06-17 15:19:21,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990136,8,2019-06-17 16:39:14,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990136,21,2019-06-18 15:48:13,880535,0.495,129.0
990136,15,2019-06-20 19:02:41,880535,0.495,129.0
990136,4,2019-06-24 21:42:39,880535,0.495,129.0
990136,1,2019-06-25 15:14:06,880560:880736:880535:880735:880798,2.675,3423.99
990136,6,2019-06-26 10:04:43,880560:880736:880535:880735:880798,2.675,3423.99
990136,2,2019-06-27 09:16:34,880560:880736:880535:880735:880798,2.675,3423.99
990136,8,2019-06-27 11:32:24,880560:880736:880535:880735:880798,2.675,3423.99
990136,16,2019-07-02 13:45:01,880534:880533:880535:880536,1.927,1052.98
990136,22,2019-07-04 12:46:21,880534:880533:880535:880536,1.927,1052.98
990137,5,2019-06-11 22:54:55,880539:880538:880543:880537:880540:880542:880541,3.124,2082.95
990137,4,2019-06-12 09:16:19,880543,0.483,79.99
990137,4,2019-06-12 11:40:17,880539,0.2,39.99
990137,4,2019-06-12 12:16:00,880541,0.78,99.99
990137,4,2019-06-12 12:33:07,880537,0.188,1149.0
990137,21,2019-06-12 13:03:36,880540,0.21,529.0
990137,15,2019-06-12 13:25:54,880540,0.21,529.0
990137,4,2019-06-12 15:23:10,880542,0.483,79.99
990137,17,2019-06-13 12:08:09,880539:880538:880543:880537:880540:880542:880541,3.124,2082.95
990137,1,2019-06-13 16:42:29,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990137,21,2019-06-13 17:26:36,880538,0.78,99.99
990137,6,2019-06-14 19:07:23,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990137,8,2019-06-17 09:31:48,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990137,4,2019-06-19 09:49:21,880540,0.21,529.0
990137,15,2019-06-20 13:47:48,880538,0.78,99.99
990137,4,2019-06-21 09:49:45,880538,0.78,99.99
990137,1,2019-06-21 15:44:04,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990137,22,2019-06-21 17:51:07,880539:880538:880543:880537:880540:880542:880541,3.124,2082.95
990137,6,2019-06-21 19:24:34,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990137,8,2019-06-24 15:50:23,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990138,5,2019-06-12 09:41:25,880545:880546:880547:880544,3.153,3909.99
990138,21,2019-06-12 13:09:32,880546,0.44,476.0
990138,4,2019-06-12 15:56:31,880547,1.25,2200.0
990138,4,2019-06-12 16:17:48,880544,0.483,1099.0
990138,15,2019-06-12 18:08:30,880546,0.44,476.0
990138,17,2019-06-13 11:08:10,880545:880546:880547:880544,3.153,3909.99
990138,4,2019-06-13 14:58:05,880545,0.98,129.99
990138,1,2019-06-17 17:25:59,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990138,6,2019-06-18 12:06:04,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990138,2,2019-06-18 12:41:35,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990138,8,2019-06-18 16:17:30,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990138,16,2019-07-03 11:08:10,880545:880546:880547:880544,3.153,3909.99
990138,22,2019-07-05 09:19:48,880545:880546:880547:880544,3.153,3909.99
990138,4,2019-07-16 17:34:41,880546,0.44,476.0
990138,1,2019-07-18 13:27:09,880983:880546:881352:881391:881350:880412:881351,6.178999999999999,4459.97
990138,6,2019-07-18 14:28:00,880983:880546:881352:881391:881350:880412:881351,6.178999999999999,4459.97
990138,8,2019-07-19 11:58:02,880983:880546:881352:881391:881350:880412:881351,6.178999999999999,4459.97
990139,5,2019-06-12 11:42:37,880549:880551:880548:880552:880553:880550,3.654,4531.98
990139,4,2019-06-13 09:37:37,880548,1.37,2500.0
990139,21,2019-06-13 13:12:34,880549,0.38,29.99
990139,4,2019-06-13 15:15:11,880553,0.28,449.0
990139,17,2019-06-13 16:28:24,880549:880551:880548:880552:880553:880550,3.654,4531.98
990139,4,2019-06-13 17:31:53,880552,0.172,699.0
990139,4,2019-06-14 15:08:02,880550,1.28,149.99
990139,4,2019-06-14 17:22:26,880551,0.172,699.0
990139,1,2019-06-17 11:10:55,880309:880551:880228:880216:880548:880552:880553:880305:880550,6.506,8424.98
990139,15,2019-06-17 15:15:44,880549,0.38,29.99
990139,6,2019-06-18 09:43:25,880309:880551:880228:880216:880548:880552:880553:880305:880550,6.506,8424.98
990139,22,2019-06-18 10:04:32,880549:880551:880548:880552:880553:880550,3.654,4531.98
990139,8,2019-06-18 13:46:02,880309:880551:880228:880216:880548:880552:880553:880305:880550,6.506,8424.98
990139,4,2019-06-27 15:03:08,880549,0.38,29.99
990139,1,2019-06-27 17:05:36,880549:880725:880908:880855:880856:880841:880857:880726:880842,4.75,3707.96
990139,6,2019-06-27 20:15:26,880549:880725:880908:880855:880856:880841:880857:880726:880842,4.75,3707.96
990139,8,2019-06-28 13:10:44,880549:880725:880908:880855:880856:880841:880857:880726:880842,4.75,3707.96
990140,5,2019-06-12 13:45:02,880556:880554:880555,1.743,619.98
990140,17,2019-06-12 18:07:48,880556:880554:880555,1.743,619.98
990140,4,2019-06-13 12:34:52,880554,0.38,29.99
990140,1,2019-06-13 16:42:29,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990140,4,2019-06-14 15:24:51,880555,0.483,495.0
990140,6,2019-06-14 19:07:23,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990140,22,2019-06-17 08:45:02,880556:880554:880555,1.743,619.98
990140,8,2019-06-17 09:31:48,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990140,1,2019-06-18 14:40:31,880323:880491:880555,2.643,734.98
990140,6,2019-06-19 11:08:32,880323:880491:880555,2.643,734.98
990140,8,2019-06-19 11:31:56,880323:880491:880555,2.643,734.98
990140,4,2019-06-20 15:56:38,880556,0.88,89.99
990140,1,2019-06-21 15:44:04,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990140,6,2019-06-21 19:24:34,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990140,8,2019-06-24 15:50:23,880746:880757:880538:880744:880748:880758:880540:880506:880556:880747:880756,4.583,3662.96
990141,5,2019-06-12 15:49:51,880558:880560:880561:880559:880557,4.633,1143.96
990141,17,2019-06-12 17:23:29,880558:880560:880561:880559:880557,4.633,1143.96
990141,4,2019-06-12 18:23:51,880558,1.48,199.99
990141,4,2019-06-13 15:10:08,880559,1.48,199.99
990141,21,2019-06-14 10:27:30,880557,0.483,79.99
990141,21,2019-06-14 12:19:48,880560,0.21,529.0
990141,1,2019-06-17 09:26:52,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990141,6,2019-06-17 15:19:21,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990141,4,2019-06-17 15:48:31,880561,0.98,129.99
990141,8,2019-06-17 16:39:14,880533:880424:880558:880534:880559:880194:880536:880427:880145,7.683,8266.96
990141,15,2019-06-17 16:55:41,880560,0.21,529.0
990141,15,2019-06-18 10:17:47,880557,0.483,79.99
990141,4,2019-06-19 15:31:09,880557,0.483,79.99
990141,1,2019-06-19 16:04:39,880660:880621:880561:880659:880622:880661:880557:880514,4.173,2336.95
990141,6,2019-06-20 15:49:59,880660:880621:880561:880659:880622:880661:880557:880514,4.173,2336.95
990141,8,2019-06-21 13:43:38,880660:880621:880561:880659:880622:880661:880557:880514,4.173,2336.95
990141,4,2019-06-24 10:18:14,880560,0.21,529.0
990141,1,2019-06-25 15:14:06,880560:880736:880535:880735:880798,2.675,3423.99
990141,6,2019-06-26 10:04:43,880560:880736:880535:880735:880798,2.675,3423.99
990141,2,2019-06-27 09:16:34,880560:880736:880535:880735:880798,2.675,3423.99
990141,8,2019-06-27 11:32:24,880560:880736:880535:880735:880798,2.675,3423.99
990141,22,2019-06-27 19:14:25,880558:880560:880561:880559:880557,4.633,1143.96
990142,5,2019-06-12 17:59:30,880563:880565:880564:880566:880562,2.928,1563.96
990142,17,2019-06-13 11:52:59,880563:880565:880564:880566:880562,2.928,1563.96
990142,4,2019-06-14 09:22:11,880564,0.98,129.99
990142,4,2019-06-14 10:23:31,880566,0.2,39.99
990142,4,2019-06-14 12:50:16,880565,1.28,149.99
990142,4,2019-06-14 14:27:29,880562,0.188,1149.0
990142,4,2019-06-14 14:45:15,880563,0.28,89.99
990142,1,2019-06-18 12:18:14,880563:880565:880456:880564:880566:880562,4.208,1708.95
990142,6,2019-06-18 16:18:43,880563:880565:880456:880564:880566:880562,4.208,1708.95
990142,2,2019-06-18 16:22:44,880563:880565:880456:880564:880566:880562,4.208,1708.95
990142,8,2019-06-19 10:18:09,880563:880565:880456:880564:880566:880562,4.208,1708.95
990142,16,2019-07-03 11:52:59,880563:880565:880564:880566:880562,2.928,1563.96
990142,22,2019-07-11 14:27:03,880563:880565:880564:880566:880562,2.928,1563.96
990143,5,2019-06-12 20:38:05,880567,0.483,84.99
990143,17,2019-06-13 13:00:39,880567,0.483,84.99
990143,4,2019-06-13 15:18:03,880567,0.483,79.99
990143,1,2019-06-13 16:42:29,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990143,6,2019-06-14 19:07:23,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990143,8,2019-06-17 09:31:48,880539:880507:880489:880490:880527:880567:880543:880488:880537:880542:880541:880554,6.292000000000002,3676.91
990143,22,2019-06-18 12:09:40,880567,0.483,84.99
990144,5,2019-06-13 01:06:24,880568:880569:880570,0.865,1728.0
990144,4,2019-06-13 09:41:47,880569,0.483,495.0
990144,1,2019-06-13 15:18:03,880465:880408:880332:880569,2.412,1523.98
990144,21,2019-06-13 18:42:14,880570,0.21,529.0
990144,6,2019-06-14 09:49:34,880465:880408:880332:880569,2.412,1523.98
990144,8,2019-06-14 13:10:53,880465:880408:880332:880569,2.412,1523.98
990144,21,2019-06-17 12:21:17,880568,0.172,699.0
990144,15,2019-06-17 13:32:02,880570,0.21,529.0
990144,15,2019-06-17 17:10:33,880568,0.172,699.0
990144,17,2019-06-17 18:21:05,880568:880569:880570,0.865,1728.0
990144,22,2019-06-18 14:09:17,880568:880569:880570,0.865,1728.0
990144,4,2019-06-21 15:59:19,880570,0.21,529.0
990144,1,2019-06-25 11:57:29,880651:880693:880720:880649:880723:880259:880718:880722:880570:880701,4.285,4496.96
990144,6,2019-06-25 14:45:34,880651:880693:880720:880649:880723:880259:880718:880722:880570:880701,4.285,4496.96
990144,8,2019-06-25 14:53:24,880651:880693:880720:880649:880723:880259:880718:880722:880570:880701,4.285,4496.96
990144,4,2019-07-02 09:14:29,880568,0.172,699.0
990144,1,2019-07-02 09:14:29,880843:880568:880945:880944,1.819,1656.99
990144,6,2019-07-02 10:53:23,880843:880568:880945:880944,1.819,1656.99
990144,8,2019-07-02 15:53:08,880843:880568:880945:880944,1.819,1656.99
990145,5,2019-06-13 09:14:49,880571:880575:880574:880572:880573,3.893,3813.97
990145,4,2019-06-13 10:29:07,880571,1.28,149.99
990145,4,2019-06-13 11:36:50,880574,0.483,1099.0
990145,4,2019-06-13 15:37:35,880575,1.37,2500.0
990145,21,2019-06-13 16:08:56,880573,0.38,29.99
990145,17,2019-06-13 16:35:40,880571:880575:880574:880572:880573,3.893,3813.97
990145,1,2019-06-14 16:07:04,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990145,15,2019-06-14 20:18:38,880573,0.38,29.99
990145,6,2019-06-17 15:04:50,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990145,8,2019-06-17 15:47:30,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990145,22,2019-06-18 17:29:28,880571:880575:880574:880572:880573,3.893,3813.97
990145,4,2019-06-18 19:50:41,880573,0.38,29.99
990145,1,2019-06-19 01:00:00,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990145,21,2019-06-19 09:48:02,880572,0.38,29.99
990145,15,2019-06-19 12:01:11,880572,0.38,29.99
990145,6,2019-06-19 17:46:39,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990145,8,2019-06-20 15:07:47,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990145,4,2019-06-25 11:02:09,880572,0.38,29.99
990145,1,2019-06-27 10:38:45,880666:880882:880674:880572:880881,2.72,1763.98
990145,6,2019-06-27 15:21:25,880666:880882:880674:880572:880881,2.72,1763.98
990145,8,2019-06-28 09:54:57,880666:880882:880674:880572:880881,2.72,1763.98
990146,5,2019-06-13 10:49:26,880576:880577,1.052,793.99
990146,17,2019-06-13 11:50:23,880576:880577,1.052,793.99
990146,4,2019-06-13 12:26:53,880577,0.172,699.0
990146,22,2019-06-14 14:00:53,880576:880577,1.052,793.99
990146,4,2019-06-14 16:07:04,880576,0.88,89.99
990146,1,2019-06-17 17:25:59,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990146,6,2019-06-18 12:06:04,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990146,2,2019-06-18 12:41:35,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990146,8,2019-06-18 16:17:30,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990147,5,2019-06-13 12:58:39,880584:880583:880580:880581:880582:880579:880578,3.967,6190.98
990147,4,2019-06-13 15:24:27,880578,0.483,1099.0
990147,17,2019-06-13 17:02:15,880584:880583:880580:880581:880582:880579:880578,3.967,6190.98
990147,4,2019-06-13 19:41:38,880579,0.188,1149.0
990147,4,2019-06-14 09:18:18,880582,0.28,449.0
990147,4,2019-06-14 09:36:25,880583,0.2,39.99
990147,1,2019-06-14 12:59:06,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990147,4,2019-06-14 13:22:56,880584,1.28,149.99
990147,6,2019-06-14 16:24:58,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990147,22,2019-06-14 19:09:31,880584:880583:880580:880581:880582:880579:880578,3.967,6190.98
990147,8,2019-06-17 11:57:41,880583:880501:880522:880500:880582:880579:880523:880520:880502:880528:880530:880578,8.627,10905.95
990147,4,2019-06-17 16:43:13,880580,1.37,2500.0
990147,4,2019-06-18 15:05:25,880581,0.166,799.0
990147,1,2019-06-18 15:43:34,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990147,6,2019-06-18 15:50:34,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990147,8,2019-06-19 10:37:32,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990148,5,2019-06-13 15:17:06,880585,0.44,481.0
990148,17,2019-06-14 09:59:39,880585,0.44,481.0
990148,4,2019-06-17 14:43:47,880585,0.44,476.0
990148,1,2019-06-18 10:54:21,880532:880648:880585:880531:880467,2.635,1200.98
990148,6,2019-06-18 14:59:15,880532:880648:880585:880531:880467,2.635,1200.98
990148,8,2019-06-18 18:17:14,880532:880648:880585:880531:880467,2.635,1200.98
990148,16,2019-07-04 09:59:39,880585,0.44,481.0
990148,22,2019-07-15 11:32:49,880585,0.44,481.0
990149,5,2019-06-13 16:53:59,880589:880591:880588:880590:880586:880587:880592,4.152,1722.95
990149,17,2019-06-14 09:30:06,880589:880591:880588:880590:880586:880587:880592,4.152,1722.95
990149,4,2019-06-14 11:47:30,880590,1.48,199.99
990149,4,2019-06-14 12:59:06,880587,0.28,89.99
990149,22,2019-06-14 15:36:13,880589:880591:880588:880590:880586:880587:880592,4.152,1722.95
990149,1,2019-06-14 18:52:04,880590:880211:880587:880510,3.176,3288.98
990149,4,2019-06-17 09:00:57,880586,0.172,699.0
990149,4,2019-06-17 18:02:37,880588,0.28,89.99
990149,4,2019-06-18 09:27:43,880592,0.88,89.99
990149,6,2019-06-18 09:29:23,880590:880211:880587:880510,3.176,3288.98
990149,8,2019-06-18 15:32:24,880590:880211:880587:880510,3.176,3288.98
990149,4,2019-06-18 17:20:14,880589,0.28,449.0
990149,1,2019-06-18 21:58:36,880589:880638:880625:880641:880624:880639:880588:880586:880592,5.242999999999999,2946.94
990149,6,2019-06-19 11:58:34,880589:880638:880625:880641:880624:880639:880588:880586:880592,5.242999999999999,2946.94
990149,8,2019-06-19 14:49:32,880589:880638:880625:880641:880624:880639:880588:880586:880592,5.242999999999999,2946.94
990149,21,2019-06-19 17:54:27,880591,0.78,99.99
990149,15,2019-06-19 20:15:48,880591,0.78,99.99
990149,4,2019-07-16 12:07:56,880591,0.78,99.99
990149,1,2019-07-16 13:19:24,881289:881240:881239:880591:881237:881130:881238,2.5860000000000003,3011.97
990149,6,2019-07-16 15:28:59,881289:881240:881239:880591:881237:881130:881238,2.5860000000000003,3011.97
990149,8,2019-07-17 16:38:22,881289:881240:881239:880591:881237:881130:881238,2.5860000000000003,3011.97
990150,5,2019-06-13 19:07:45,880593:880594,1.92,680.99
990150,4,2019-06-14 08:49:27,880593,1.48,199.99
990150,17,2019-06-14 11:47:05,880593:880594,1.92,680.99
990150,1,2019-06-14 16:07:04,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990150,4,2019-06-17 10:54:01,880594,0.44,476.0
990150,6,2019-06-17 15:04:50,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990150,8,2019-06-17 15:47:30,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990150,1,2019-06-19 01:00:00,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990150,6,2019-06-19 17:46:39,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990150,8,2019-06-20 15:07:47,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990150,22,2019-07-01 11:46:17,880593:880594,1.92,680.99
990151,5,2019-06-13 21:55:05,880595:880596,1.42,610.99
990151,17,2019-06-14 13:05:52,880595:880596,1.42,610.99
990151,4,2019-06-17 09:26:52,880595,0.44,476.0
990151,22,2019-06-17 15:09:22,880595:880596,1.42,610.99
990151,1,2019-06-18 15:43:34,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990151,6,2019-06-18 15:50:34,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990151,8,2019-06-19 10:37:32,880620:880580:880595:880167:880581:880619:880499:880617:880584,5.419,7437.98
990151,4,2019-06-19 14:45:13,880596,0.98,129.99
990151,1,2019-06-21 10:51:13,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990151,6,2019-06-21 13:31:07,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990151,8,2019-06-21 15:16:45,880729:880618:880521:880616:880615:880596:880614,4.763,1668.94
990152,5,2019-06-14 07:48:24,880600:880597:880599:880598,1.809,1422.98
990152,17,2019-06-14 12:30:39,880600:880597:880599:880598,1.809,1422.98
990152,4,2019-06-14 13:24:04,880597,0.88,89.99
990152,1,2019-06-14 16:07:04,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990152,4,2019-06-17 10:36:34,880600,0.28,449.0
990152,4,2019-06-17 10:52:41,880599,0.483,79.99
990152,4,2019-06-17 11:10:55,880598,0.166,799.0
990152,6,2019-06-17 15:04:50,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990152,8,2019-06-17 15:47:30,880357:880597:880613:880242:880571:880574:880575:880593:880612,7.636,5170.95
990152,22,2019-06-17 18:45:01,880600:880597:880599:880598,1.809,1422.98
990152,1,2019-06-19 01:00:00,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990152,6,2019-06-19 17:46:39,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990152,8,2019-06-20 15:07:47,880675:880599:880598:880665:880644:880645:880677:880667:880669:880594:880600:880671:880573:880646,6.984,4801.93
990153,5,2019-06-14 10:37:02,880607:880606:880601:880604:880609:880608:880610:880605:880602:880603,3.593,5702.98
990153,17,2019-06-14 12:12:51,880607:880606:880601:880604:880609:880608:880610:880605:880602:880603,3.593,5702.98
990153,4,2019-06-14 12:52:15,880604,0.2,39.99
990153,4,2019-06-14 16:29:23,880601,0.483,495.0
990153,4,2019-06-14 17:58:37,880609,0.188,1149.0
990153,4,2019-06-14 18:52:04,880608,0.495,129.0
990153,21,2019-06-17 10:34:06,880610,0.495,129.0
990153,1,2019-06-17 17:25:59,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990153,4,2019-06-17 18:03:57,880603,0.166,799.0
990153,4,2019-06-18 10:56:44,880606,0.21,529.0
990153,6,2019-06-18 12:06:04,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990153,2,2019-06-18 12:41:35,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990153,15,2019-06-18 13:08:11,880610,0.495,129.0
990153,8,2019-06-18 16:17:30,880601:880604:880545:880609:880544:880576:880608:880149:880547:880577,5.331,6070.96
990153,21,2019-06-19 08:40:40,880607,0.188,1149.0
990153,1,2019-06-20 11:00:07,880707:880606:880706:880603,1.5219999999999998,2256.99
990153,21,2019-06-20 11:25:45,880602,0.98,129.99
990153,4,2019-06-20 13:37:41,880605,0.188,1149.0
990153,4,2019-06-20 15:38:22,880610,0.495,129.0
990153,6,2019-06-21 09:55:32,880707:880606:880706:880603,1.5219999999999998,2256.99
